,user_id,newdata.created_at,screen_name,text,source,display_text_width,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,quote_count,reply_count,location,score
175,7.84007E+17,13/06/2022 04:58,ashispandey1693,BIG ONE POPULAR ACTOR SHAKTIKAPOOR SON DETAINED BY BANGLORE POLICE AS PER REPORTS ARREST HAPPEN AT THE TIME OF RAID IN DRUG PARTY BOLLYWOOD RAID PARTY BOLLYWODNEWS BREAKINGNEWS,Twitter for Android,193,,,,True,False,1,,,"New Delhi, India",positiva
176,19898168,13/06/2022 04:58,CNBCi,SINCE APPLE STARTED SELLING MACS POWERED BY ITS HOMEGROWN M1 PROCESSORS IN LATE 2020 THE COMPANYS COMPUTER BUSINESS HAS BEEN PICKING UP MOMENTUM THAT ISNT GREAT NEWS FOR MICROSOFT REPORTS JORDANNOVET CNBCI,TweetDeck,139,,,,False,True,0,,,,positiva
177,9.03942E+17,13/06/2022 04:58,wing_tachyon,CRYPTOWHALE SOURCE NEWS FROM 3DAYS AGO,Twitter Web App,78,,,,False,True,0,,,<U+65E5><U+672C> <U+6771><U+4EAC>,neutral/SI
178,1.24578E+18,13/06/2022 04:57,qqlovescix,PHOTOMATIC PICTURES COMEBACK ANNOUNCEMENT DRAMA NEWS WHAT IS IT,Twitter for iPhone,105,,,,False,True,0,,,Singapore,neutral/SI
179,9.24765E+17,13/06/2022 04:56,LloyciGarcia,WE ARE PROUD OF JIMIN FOR OWNING THIS PLEASE UPVOTE AMP SHARE GOAL 250 JIMIN SHINES AS HE GOES VIRAL FOR HIS MESMERIZING VOCALS AND KMEDIA FEATURE HIM IN NEWS REPORTS ON BTSS COMEBACK WITHYOU BY JIMIN BTSJIMIN OF BTS BTSTWT AND SUNGWOON,Twitter for Android,144,,,,False,True,0,,,"Lima, Peru",positiva
180,9.40833E+17,13/06/2022 04:55,BlkHwk0ps,A DEEP LEARNING APPROACH FOR DETECTING DRILL BIT FAILURES FROM A SMALL SOUND DATASET SCIENTIFIC REPORTS NEWS TRENDING AI BUSINESS PROGRAMMING TECHNOLOGY DATASCIENCE RESEARCH,Pachamama_X,140,,,,False,True,0,,,Cancún,positiva
181,238979169,13/06/2022 04:55,dkdldpafb,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for Android,140,,,,False,True,0,,,MY | ku-aena,positiva
182,1867875434,13/06/2022 04:55,reputati0nTV,WHELP THAT JUST LEAVES NINTENDO IM REALLY HOPING THE NEXT DIRECT WILL SHOW MORE GAMEPLAYRELEASE DATE FOR ZELDA A NEW FIRE EMBLEM ANNOUNCEMENT AND NEWS ABOUT DRAGON QUEST XIIDRAGON QUEST X OFFLINE COMING TO THE WEST I DONT EXPECT ANY OF THESE THINGS TO HAPPEN BTW,Twitter for iPhone,140,,,,False,True,0,,,Italy ,positiva
183,46503479,12/06/2022 22:55,RealDNewsMag,CLASSIFICATIONBASED MOTION ANALYSIS OF SINGLEMOLECULE TRAJECTORIES USING DIFFUSIONLAB SCIENTIFIC REPORTS NEWS TRENDING AI BUSINESS PROGRAMMING TECHNOLOGY DATASCIENCE RESEARCH,Diversity News Magazne,140,,,,False,True,0,,,"Hollywood, Los Angeles",neutral/SI
184,46503479,13/06/2022 04:55,RealDNewsMag,A DEEP LEARNING APPROACH FOR DETECTING DRILL BIT FAILURES FROM A SMALL SOUND DATASET SCIENTIFIC REPORTS NEWS TRENDING AI BUSINESS PROGRAMMING TECHNOLOGY DATASCIENCE RESEARCH,Diversity News Magazne,140,,,,False,True,0,,,"Hollywood, Los Angeles",positiva
185,46503479,13/06/2022 02:55,RealDNewsMag,INDIVIDUALIZED IDENTIFICATION OF SEXUAL DYSFUNCTION OF PSYCHIATRIC PATIENTS WITH MACHINELEARNING SCIENTIFIC REPORTS NEWS TRENDING AI BUSINESS PROGRAMMING TECHNOLOGY DATASCIENCE RESEARCH,Diversity News Magazne,140,,,,False,True,0,,,"Hollywood, Los Angeles",positiva
186,1.50136E+18,13/06/2022 04:54,AbiAbi73776347,THE LATEST NEWS FROM THE TIGRAYGENOCIDE REVEALS SATELLITE IMAGERY AMP OTHER EVIDENCE OF DETENTION OF TIGRAYAN CHILDREN IN CONCENTRATION CAMPS WHERE THEYRE ABUSED AMP STARVED EMANUELEFIANO KOKEBTIGRAY LAURABOLDRINIMUST STOP SUPPORTING THE ETH GOVT,Twitter for Android,144,,,,False,True,0,,,,positiva
187,1300363656,13/06/2022 04:54,mingukiu,SO I AM EXPECTING FOR JIEUNS NEXT BIG ANNOUNCEMENT WILL BE CONCERT TOUR OR HUGE CASTING NEWS OR BOTH LOL I WANT HER TO GET SOME MUCH NEEDED REST BUT KNOWING OUR GIRL SHES JUST GOING TO KEEP BUSY AND WORKING,Twitter for iPhone,208,,,,False,False,178,,,UAENA 5<U+AE30>,positiva
188,1.47444E+18,13/06/2022 04:54,aniloracincali,DSTEFANIAKJR MICHELLEHUNT795 NOR WILL YOU THE NEWS ONLY REPORTS NEWS THAT CAUSES MORE DIVISION,Twitter for iPhone,117,,,,False,True,0,,,,positiva
189,1.38576E+18,13/06/2022 04:53,King1African,IN SOUTH AFRICA THEY HAVE SABC A NATIONAL TREASURE IT REPORTS GENUINE NEWS AMP PROVIDES FAIR COVERAGE TO ALL SOUTH AFRICANS DESPITE POLITICAL AFFILIATION IN ZIMBABWE WE HAVE ZBC A NATIONAL SHAME IT REPORTS BIASED NEWS A FAKE NEWS PEDDLER AMP A PROPAGANDA MOUTHPIECE,Twitter for Android,144,,,,False,True,0,,,Zimbabwe <U+0001F1FF><U+0001F1FC>,positiva
190,1.17533E+18,13/06/2022 04:52,LK3406,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,Twitter for iPhone,140,,,,False,True,0,,,<U+9999><U+6E2F>,positiva
191,1656822721,13/06/2022 04:52,KBShivaraj,AS PERREPORTS A LARGE NUMBER OF DEVOTEES GATHERED IN THE TEMPLE WHEN THE NEWS OF DESECRATION SPREAD IN THE AREA RECLAIMTEMPLE,Twitter Web App,140,,,,False,True,0,,,,positiva
192,9.20571E+17,13/06/2022 04:52,BrianGo43628382,REQUEST DENIED REP MATT GAETZ ALLEGEDLY SOUGHT A BLANKET PRESIDENTIAL PARDON FROM DONALD TRUMP IN THE CLOSING WEEKS OF HIS ADMINISTRATION A REQUEST WHICH WAS ULTIMATELY NOT FULFILLED ACCORDING TO NEWS REPORTS,Twitter for iPhone,139,,,,False,True,0,,,,negativa
193,1572109928,13/06/2022 04:50,markhart01,HARNESSLINK AUS NEWS DUMESNYMICHAEL REPORTS ON THE WINNING WAYS OF CAM HART FOR HRNSWHARNESS HARNESSRACING,Twitter for iPhone,140,,,,False,True,0,,,,positiva
194,1.2861E+18,13/06/2022 04:50,BirdsFromSpace,I WANT TO BE THE BEARER OF BAD NEWS FOR A MINUTE KARKAT LTGT KANAYA WILL NEVER BE GOOD PLEASE DONT DO THAT TO HER SHE IS BY WISDOM AND BY CHOICE ONE OF THE LEAST INVESTED PEOPLE IN THE COMIC RE HIS ISSUES,Twitter Web App,145,,,,False,True,0,,,Ur mom,negativa
195,158274483,13/06/2022 04:49,mbrookerhk,THE HK GOVTS 25TH HANDOVER ANNIVERSARY WEBSITE INCLUDES A SECTION FOR MEDIA REPORTS FEATURING THE ECONOMIST AT THE TOP WHAT ARE THESE MEDIA REPORTS ER PAID ADVERTISEMENT FEATURES ACTUALLY CLEARLY THEY COULDNT FIND ONE COMPLIANT NEWS OUTLET TO WRITE A PUFF PIECE,Twitter Web App,274,,,,False,False,35,,,Hong Kong,positiva
196,9.9647E+17,13/06/2022 04:49,DarghamYara,LBCINEWS DARGHAMYARA,Twitter for Android,111,,,,False,True,0,,,Lebanon,neutral/SI
197,9.9647E+17,12/06/2022 18:20,DarghamYara,LBCINEWS DARGHAMYARA,Twitter for Android,109,,,,False,True,0,,,Lebanon,neutral/SI
198,98703195,12/06/2022 16:25,bgspence,ON ARABIC NEWS STATIONS THERE ARE REPORTS THAT DAMASCUS AIRPORT IS NOW CLOSED DUE TO AN ISRAELI ATTACK WHICH DAMAGED THE AIRPORT THIS WILL NOT BE REPORTED AT ALL IN THE WESTERN MEDIA,Twitter for iPhone,139,,,,False,True,0,,,"California, USA",negativa
199,3351857219,13/06/2022 04:48,mildredtuhaise,HELLO WORLD WAKE UP TO THE LATEST NEWS AND CURRENT AFFAIRS UPDATES WITH MILDREDTUHAISE ON THE NBSMORNINGBREEZE RIGHT ON NBSTV FOLLOW MINUTE TO MINUTE UPDATES ON AFROMOBILEUG AVAILABLE BOTH ON PLAY STORE AMP ISO NBSUPDATES,Twitter for Android,140,,,,False,True,0,,,"Kampala, Uganda",positiva
200,1.44462E+18,13/06/2022 02:46,Innov_Inf,INDIVIDUALIZED IDENTIFICATION OF SEXUAL DYSFUNCTION OF PSYCHIATRIC PATIENTS WITH MACHINELEARNING SCIENTIFIC REPORTS NEWS TRENDING AI BUSINESS PROGRAMMING TECHNOLOGY DATASCIENCE RESEARCH,Twitter Web App,221,,,,False,False,1,,,,positiva
201,1.44462E+18,12/06/2022 16:42,Innov_Inf,A DEEP LEARNING MODEL TO CLASSIFY NEOPLASTIC STATE AND TISSUE ORIGIN FROM TRANSCRIPTOMIC DATA SCIENTIFIC REPORTS NEWS TRENDING AI BUSINESS PROGRAMMING TECHNOLOGY DATASCIENCE RESEARCH,Twitter Web App,217,,,,False,False,1,,,,neutral/SI
202,1.44462E+18,12/06/2022 18:43,Innov_Inf,COVID19 HOSPITALIZATIONS FORECASTS USING INTERNET SEARCH DATA SCIENTIFIC REPORTS NEWS TRENDING AI BUSINESS PROGRAMMING TECHNOLOGY DATASCIENCE RESEARCH,Twitter Web App,186,,,,False,False,0,,,,neutral/SI
203,1.44462E+18,12/06/2022 22:45,Innov_Inf,CLASSIFICATIONBASED MOTION ANALYSIS OF SINGLEMOLECULE TRAJECTORIES USING DIFFUSIONLAB SCIENTIFIC REPORTS NEWS TRENDING AI BUSINESS PROGRAMMING TECHNOLOGY DATASCIENCE RESEARCH,Twitter Web App,211,,,,False,False,2,,,,neutral/SI
204,1.44462E+18,13/06/2022 04:48,Innov_Inf,A DEEP LEARNING APPROACH FOR DETECTING DRILL BIT FAILURES FROM A SMALL SOUND DATASET SCIENTIFIC REPORTS NEWS TRENDING AI BUSINESS PROGRAMMING TECHNOLOGY DATASCIENCE RESEARCH,Twitter Web App,208,,,,False,False,0,,,,positiva
205,233899475,13/06/2022 04:47,dinathanthi,COVID19PANDEMIC CORONAVIRUSUPDATES INDIAFIGHTSCORONA DAILYTHANTHI DT DTNEWS,Twitter Web App,106,,,,False,False,3,,,Chennai,neutral/SI
206,15853821,13/06/2022 04:45,gtnews,MORE PEOPLE ARE TURNING TO THE BEST NEWS SOURCE IN BENTON COUNTY THE CORVALLIS GAZETTETIMES GET ACCESS TO THOUSANDS OF LOCAL NEWS AND SPORTS STORIES INVESTIGATIVE REPORTS EXCLUSIVE VIDEOS PODCASTS AND PHOTOGRAPHY SUBSCRIBE TODAY,SocialNewsDesk,260,,,,False,False,0,,,"Corvallis, OR",positiva
207,18945939,13/06/2022 04:45,dhnews,MORE PEOPLE ARE TURNING TO THE BEST NEWS SOURCE IN LINN COUNTY THE ALBANY DEMOCRATHERALD GET ACCESS TO THOUSANDS OF LOCAL NEWS AND SPORTS STORIES INVESTIGATIVE REPORTS EXCLUSIVE VIDEOS PODCASTS AND PHOTOGRAPHY SUBSCRIBE TODAY,SocialNewsDesk,257,,,,False,False,0,,,Albany,positiva
208,1.42106E+18,13/06/2022 04:44,nettynerd1,DEVASTATED FOR PROUD WHAT A KILLER SEASON FROM HER IM OTHER NEWS BIT OF A SHAME THAT NA HAVE HAD ANOTHER LEAK GUESS NO POINT IN THE ANNOUNCEMENT TOMOZ,Twitter for iPhone,159,,,,False,False,0,,,,positiva
209,270492072,13/06/2022 04:44,JacekWierzbicki,EAT WELL INVESTMENT GROUP REPORTS FY RESULTS VIA SEEKINGALPHA NEWS SEEKINGALPHA,Microsoft Power Platform,105,,,,False,False,0,,,,neutral/SI
210,1578547386,13/06/2022 04:43,TedKempCNBC,SINCE APPLE STARTED SELLING MACS POWERED BY ITS HOMEGROWN M1 PROCESSORS IN LATE 2020 THE COMPANYS COMPUTER BUSINESS HAS BEEN PICKING UP MOMENTUM THAT ISNT GREAT NEWS FOR MICROSOFT REPORTS JORDANNOVET CNBCI,Twitter Web App,237,,,,False,False,1,,,Singapore,positiva
211,1870635577,13/06/2022 04:42,NZTVupdate,GREENCATHERINE TWO SERIES AND THREE STANDALONE DOCUMENTARIES BY MY COUNT AMANDA EVANS MADE A BUSINESS OUT OF IT FROM 2009 SHE DISMISSED NEWS REPORTS THAT TOLD A DIFFERENT STORY AS CLICKBAIT,Twitter Web App,139,,,,False,True,0,,,"Auckland, New Zealand",neutral/SI
212,1870635577,12/06/2022 18:59,NZTVupdate,NZTVUPDATE TVNZONDEMAND INTERESTING I WAS HOPING FOR A 24H NEWS CHANNEL A KIDS CHANNEL AND A TIEUP WITH PARAMOUNT AS PART OF THE ANNOUNCEMENT,Twitter Web App,140,,,,False,True,0,,,"Auckland, New Zealand",positiva
213,1456759956,13/06/2022 02:26,HTMumbai,THE COMMISSION HAD TAKEN COGNIZANCE OF A NEWS REPORT WHICH REPORTED THAT ANTISOCIAL ELEMENTS WERE ENTERING THE KALINA CAMPUS GROUNDS DUE TO BROKEN COMPOUND WALLS OF THE UNIVERSITY REPORTS KAREPORTER,TweetDeck,228,,,,False,False,2,,,Mumbai,negativa
214,64055570,13/06/2022 04:39,jonibloni,BADDCOMPANI SO I STARTED CHECKING OUT TWITTER AGAIN AFTER YEARS I SOON REALIZED IT WAS A LOT EASIER TO ACCESS DIFFERENT NEWS REPORTS ON THE SAME EVENTS AND I COULD CHECK OUT SUBSTANTIVE COMMENTARY BY HISTORIANS AND AUTHORS M BESCHLOSS ETC AND I STUMBLED UPON YOU BADD 2,Twitter for Android,270,1.54E+18,64055570,jonibloni,False,False,3,,,U.S.<U+0001F1FA><U+0001F1F2><U+0001F1FA><U+0001F1E6><U+0001F1F8><U+0001F1EA><U+0001F3F3><U+FE0F><U+200D><U+0001F308><U+0001F1F5><U+0001F1F1><U+0001F1EC><U+0001F1E7>,neutral/SI
215,2184959156,13/06/2022 04:38,ocelotspots00,ANGRYSTAFFER I SAW THIS STORY SINCE I LIVE 30 MILES FROM CDA INTERESTING HOW WHAT I SAW ON THE VERY FIRST NEWS REPORTS ARE NO LONGER AVAILABLE IT WAS VIDEO OF A LARGE GROUP OF THEIR FACES COVERED BY WHITE NECK GATORS OR WHITE BALACLAVAS SKIING IN COLD WITH HUGE EYE HOLES CUT LIKE KKK,Twitter for Android,140,,,,False,True,0,,,USA,positiva
216,8.01836E+17,13/06/2022 04:37,Vodlozanesto,IN SOUTH AFRICA THEY HAVE SABC A NATIONAL TREASURE IT REPORTS GENUINE NEWS AMP PROVIDES FAIR COVERAGE TO ALL SOUTH AFRICANS DESPITE POLITICAL AFFILIATION IN ZIMBABWE WE HAVE ZBC A NATIONAL SHAME IT REPORTS BIASED NEWS A FAKE NEWS PEDDLER AMP A PROPAGANDA MOUTHPIECE,Twitter for Android,144,,,,False,True,0,,,,positiva
217,1.44847E+18,13/06/2022 04:36,JetSetToken,ON A SERIOUS NOTE WE WILL ALL BE FINE THIS IS NOTHING NEW IN CRYPTOWEB3 THE NEWS REPORTS CRYPTO CRASH WHEN IN REALITY THE US DOLLAR IS REALLY CRASHING BUY THE RUMOR SELL THE NEWS,Twitter Web App,140,,,,False,True,0,,,,positiva
218,7.76089E+17,13/06/2022 04:34,DanDalaiFreeman,NORTH KOREAN LEADER KIM JONG UN EXPRESSED FULL SUPPORT FOR PUTIN PEOPLE HAVE ACHIEVED SUCCESS IN ACCOMPLISHING THE JUST CAUSE OF DEFENDING THE DIGNITY OF THEIR COUNTRY WHILE BRAVING CHALLENGES UNDER THE GUIDANCE OF THE PRESIDENT NEWS AGENCY REPORTS,Twitter for Android,140,,,,False,True,0,,,"Eisenach, Thüringen  <U+0001F1E9><U+0001F1EA> <U+0001F1EA><U+0001F1FA>",positiva
219,6.97156E+17,13/06/2022 04:34,bongityhali,EZIINYEZAZO CITYPRESS WE ARE WAITING FOR CONCRETE EVIDENCE NOT NEWS REPORTS LOL,Twitter for Android,57,1.54E+18,2966363182,EziinyeZazo,False,False,0,,,"Sandton, South Africa",positiva
220,1.4743E+18,13/06/2022 04:32,drsinghranawat,NUPURSHARMA PAKISTAN FAKENEWS,Twitter for Android,139,,,,False,True,0,,,"Mewar (Udaipur), Rajasthan",neutral/SI
221,1.16766E+18,13/06/2022 04:30,Airdrop771,GOOD DAY BUDS NEW PROJECT ON THE MARKET PLEASE CHECK ANNOUNCEMENT FOR GREAT NEWS COMING SOON FURTHER INFORMATION WILL BE AVAILABLE SOON STAY TUNED,Twitter Web App,140,,,,False,True,0,,,"Çorlu, Tekirdag",positiva
222,1.43275E+18,13/06/2022 04:30,shlaghaborah,THE FIRST NEWS REPORT REPORTS THE GOVERNMENTS APATHY THE SECOND JUST SAYS CITIZEN SHLAGHABORAH,Twitter Web App,140,,,,False,True,0,,,"Assam, India",positiva
223,142165816,13/06/2022 04:30,bjjanssen,NICGASTON AWESOME NEWS AND THEY BURIED IT AT THE BOTTOM OF THE ANNOUNCEMENT LIKE A SECRET EASTER EGG NOT TO SHADE MINISTER WOODS BUT SHE CLEARLY HAD MORE THAN ENOUGH ON HER PLATE,Twitter Web App,171,1.54E+18,263048486,nicgaston,False,False,7,,,"Auckland, New Zealand",positiva
224,1.39538E+18,13/06/2022 04:26,Roopash91341391,AS PERREPORTS A LARGE NUMBER OF DEVOTEES GATHERED IN THE TEMPLE WHEN THE NEWS OF DESECRATION SPREAD IN THE AREA RECLAIMTEMPLE,Twitter for Android,140,,,,False,True,0,,,,positiva
225,1.40081E+18,13/06/2022 04:24,egor32536043,BREAKING FARS NEWS REPORTS ANOTHER MYSTERIOUS DEATH IN IRAN MOHAMMAD ABDOUS A WORKER AT SEMNAN AEROSPACE THIS FOLLOWS NEWS OF THE DEATH OF IRGC AEROSPACE FORCES ALI KAMANI IN KHOMEYN THE ANNOUNCEMENT LIKE KAMANI CALLS HIM A MARTYR 12,Twitter Web App,140,,,,False,True,0,,,,neutral/SI
226,3288258646,13/06/2022 04:24,Olesya_vArt,49 THIS POSITIVE NEWS COMES AT THE TIMES OF MANY QUESTIONS ABOUT THE FATE OF THE OFFICIAL NEGOTIATION FORMATS IN THE GEORGIA CONFLICTS CONTEXT DESPITE RECENT REGIONAL TRIP OF THE COCHAIRS STILL NO OFFICIAL ANNOUNCEMENT IF THE UPCOMING GENEVA ROUND WILL BE TAKING PLACE,Twitter Web App,274,1.54E+18,3288258646,Olesya_vArt,False,False,0,,,olesya.vartanyan@gmail.com,positiva
227,1.41207E+18,13/06/2022 04:22,tpslyrics,I WANTED TO WALK THROUGH THE EMPTY STREETS AND FEEL SOMETHING CONSTANT UNDER MY FEET BUT ALL THE NEWS REPORTS RECOMMENDED THAT I STAY INDOORS,"Cheap Bots, Done Quick!",143,,,,False,False,0,,,Such Great Heights,negativa
228,1.47722E+18,13/06/2022 02:40,take_to_news,ANDREA PIRLO WATCHED THE MATCH LAST MINUTE FATIH KARAGMRKNEWS,WordPress.com,90,,,,False,False,0,,,USA,neutral/SI
229,1.47722E+18,13/06/2022 00:59,take_to_news,KONYASPOR CELEBRATES ITS 100TH ANNIVERSARY LAST MINUTE KONYASPORNEWS,WordPress.com,95,,,,False,False,0,,,USA,neutral/SI
230,1.47722E+18,13/06/2022 04:21,take_to_news,ISMAEL TEACHER IS STUDYING LAST MINUTE BEIKTANEWS,WordPress.com,78,,,,False,False,0,,,USA,neutral/SI
231,1.47722E+18,13/06/2022 01:49,take_to_news,KONYASPOR ANNOUNCED THE TRANSFER OF YASIR SUBA LAST MINUTE KONYASPORNEWS,WordPress.com,101,,,,False,False,0,,,USA,neutral/SI
232,1.47367E+18,13/06/2022 04:21,TheNextWar,WE ARE GLAD TO ANNOUNCE OUR COLLABORATION WITH TUZANYESPORTS WE WILL HAVE SOME OTHER NEWS COMING FOR YOU GUYS THIS WEEK SO KEEP AN EYE OUT FOR MORE ANNOUNCEMENTS READ MORE,Twitter Web App,208,,,,False,False,14,,,,positiva
233,1.23012E+18,13/06/2022 04:21,imnothalim,CRYPTOWHALE SOURCE NEWS FROM 3DAYS AGO,Twitter for iPhone,78,,,,False,True,0,,,,neutral/SI
234,2205839286,13/06/2022 03:53,attorneylsg,MICHAELEVILLE AWATSSF CNN PAMELABROWNCNN I QUIT WATCHING LOCAL NEWS WHEN I BECAME A LAWYER ITS NOTHING BUT DAILY CRIME REPORTS WEATHER AMP HS SPORTS,Twitter for Android,113,1.54E+18,959264581,michaeleville,False,False,2,,,"Illinois, USA",neutral/SI
235,227689063,13/06/2022 04:20,Madikasa,MEDIA SCHOLZ MACRON DRAGHI TO MEET ZELENSKY IN KYIV AHEAD OF G7 SUMMIT GERMAN NEWS OUTLET BILD REPORTS THAT GERMAN CHANCELLOR OLAF SCHOLZ FRENCH PRESIDENT EMMANUEL MACRON AND ITALIAN PRIME MINISTER MARIO DRAGHI PLAN TO COME TO KYIV BEFORE THE G7 SUMMIT ON JUNE 2628,Twitter for Android,140,,,,False,True,0,,,,neutral/SI
236,1.51948E+18,13/06/2022 04:20,debbiesuetooo,BREAKING A STUDY IN THE LEADING MEDICAL JOURNAL VACCINES HAS FOUND THAT MRNA VACCINES ARE SIGNIFICANTLY ASSOCIATED WITH DEADLY BLOOD CLOTS THE RESEARCH TEAM ANALYZED 1154023 ADVERSE EVENT REPORTS FROM MORE THAN 130 COUNTRIES EVERY NEWS OUTLET SHOULD BE COVERING THIS,Twitter for iPhone,140,,,,False,True,0,,,,positiva
237,1410397266,13/06/2022 04:20,KNaglee,SPIKEY4771 KUPKEKUPKES IBORGANIZATION TEACHOVERSEAS ECISBELONGING JOELJRLLABAN TRICIAFRIED ANY SCHOOL THAT CANNOT MEET CHILD SAFEGUARDING STANDARDS SHOULD NOT BE AUTHORIZED THE IB HAS CLOUT IN NATIONAL SYSTEMS IE SINGAPORE REPORTS RESULTS ON THE NATIONAL NEWS WOULD WE AUTHORIZE A SCHOOL THAT SAID NO BLACK CHILDREN ALLOWED WHY IS THIS OKAY,Twitter for Android,257,1.54E+18,520233828,Spikey4771,False,False,1,,,"Helsinki, Finland",positiva
238,1.29417E+18,13/06/2022 04:19,Deb_livnletliv,THE CHILDS RELATIVE SAID THE VIDEO WAS MORPHED AND BROADCAST ON NEWS CHANNELS DEPICTING HIS WIFE AS A KINGPIN OF A SEX RACKET ALONGSIDE HEADLINES LIKE ASARAMS MMS SHIVNARAYAN01 REPORTS ON WHY SOME TV NEWS PERSONALITIES WERE AT A POCSO COURT,Twitter for Android,140,,,,False,True,0,,,,neutral/SI
239,1.42668E+18,13/06/2022 04:16,ehmptye,DEVASTATING NEWS RIP COOPER NORIEGA LIFE IS FRAGILE ENJOY EVERY MINUTE,Twitter for iPhone,112,,,,False,True,0,,,,negativa
240,707074985,13/06/2022 04:16,JorongaT,IN SOUTH AFRICA THEY HAVE SABC A NATIONAL TREASURE IT REPORTS GENUINE NEWS AMP PROVIDES FAIR COVERAGE TO ALL SOUTH AFRICANS DESPITE POLITICAL AFFILIATION IN ZIMBABWE WE HAVE ZBC A NATIONAL SHAME IT REPORTS BIASED NEWS A FAKE NEWS PEDDLER AMP A PROPAGANDA MOUTHPIECE,Twitter for Android,144,,,,False,True,0,,,Harare <U+0001F1FF><U+0001F1FC>,positiva
241,158947048,13/06/2022 04:16,MaggieMaei,ANTIPUTLERNEWS IAPONOMARENKO REPORTS AS FOR OUR SPECIAL FORCES AND GUNNERS WE HAVE THREE SUCH EXAMPLES OF THEIR COORDINATED WORK THEY ENGAGED A WAGNER PMC BASE IN STAKHANIV ONLY ONE SURVIVOR THERE A CHECHEN COMMAND POST WAS DESTROYED IN RUBIZHNE WHERE THE ENEMY DEATH TOLL IS YET TO BE CLARIFIED,Twitter for Android,140,,,,False,True,0,,,Up the road a piece...,negativa
242,580707138,13/06/2022 04:15,EliTheWaffle,ROSSION LUFCFOLLOWCLUB PHILHAY ALEXWILLIAMS56 THEN YOULL ALSO KNOW THAT WHEN THERE IS NEWS PHIL WILL SAY SO AND NOT A MINUTE BEFORE WHY BOTHER THE BLOKE LIKE THIS CONSTANTLY,Twitter for Android,130,1.54E+18,2745554109,rossi_on,False,False,0,,,,neutral/SI
243,147432028,13/06/2022 04:14,sreenshri,INTEGRALYOGI IT WAS MENTIONED IN SOME REPORTS ABOUT CENTRAL VISTA WHEN THE NEWS BROKESAHEB DOESNT WANT PUBLICITY ON HIS COWARDLY ACTIVITIES,Twitter for iPhone,132,1.54E+18,1.15E+18,___Integralyogi,False,False,1,,,United States,neutral/SI
244,2345377104,13/06/2022 04:13,0xTorii,CRYPTOWHALE SOURCE NEWS FROM 3DAYS AGO,Twitter for Android,52,1.54E+18,234638601,CryptoWhale,False,False,25,,,Himalaya,neutral/SI
245,1.33263E+18,13/06/2022 04:11,SuryaTejas18,NUPURSHARMA PAKISTAN FAKENEWS,Twitter for Android,139,,,,False,True,0,,,,neutral/SI
246,2511829058,12/06/2022 16:58,Deepak2494,NUPURSHARMA PAKISTAN FAKENEWS,Twitter for Android,139,,,,False,True,0,,,,neutral/SI
247,406020385,13/06/2022 04:10,_El_Chelon,FACTSEEKERJR HCASEY01 THANSBURY SCOTTADAMSSAYS I DONT BELIEVE ANYTHING REUTERS REPORTS FAKE NEWS,Twitter Web App,52,1.54E+18,1.46E+18,FactseekerJr,False,False,0,,,,negativa
248,4506755553,13/06/2022 04:10,JvanLogg,THOMSON REUTERS PUTS CASELINES SUBCONTRACT ON HOLD FOLLOWING NEWS REPORTS,Twitter for iPhone,97,,,,False,False,0,,,Mzansi,neutral/SI
249,1.42968E+18,13/06/2022 04:10,Hoanglam9991,PARTNERSHIP ANNOUNCEMENT WE ARE DELIGHTED TO ANNOUNCE OUR PARTNERSHIP WITH BABYZOROINU AMP FROGINUTOKEN PLEASE LOOK FORWARD TO EVEN MORE GREAT NEWS FROM US ME IN THE NEAR FUTURE BABYZOROINUFROGINUTOKEN,Twitter for iPhone,144,,,,False,True,0,,,,positiva
250,1.30572E+18,13/06/2022 04:09,GCTweets3,OUTLIERGIRL FIRST THING START AN COMPLETELY HONEST UNBIASED NONPARTISAN NEWS AGENCY THAT ONLY REPORTS THE FACTS AND IS VOID OF OPINIONS,Twitter for iPhone,127,1.54E+18,1.31E+18,GCTweets3,False,False,1,,,,positiva
251,9.46022E+17,13/06/2022 04:09,Karthikjavagal,AS PERREPORTS A LARGE NUMBER OF DEVOTEES GATHERED IN THE TEMPLE WHEN THE NEWS OF DESECRATION SPREAD IN THE AREA RECLAIMTEMPLE,Twitter for Android,140,,,,False,True,0,,,,positiva
